Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Crush on You,Lil' Kim,0.278,0.827,0.635,0.000119,11.0,0.109,-6.77,0.0,0.251,88.87,4.0,0.766,Giuliana
"Electricity, Ghosts & Gravity - Tabis & Dawn Remix",DSTRTD SGNL,0.0122,0.612,0.962,0.828,11.0,0.101,-11.052,0.0,0.0471,129.997,4.0,0.181,Andrea
Big Time - 2012 Remaster,Peter Gabriel,0.204,0.718,0.877,0.000231,6.0,0.0546,-6.583,1.0,0.0497,116.083,4.0,0.962,Erika
Wasted Years - 2015 Remaster,Iron Maiden,0.0263,0.314,0.959,0.000148,4.0,0.161,-4.657,0.0,0.0908,154.221,4.0,0.492,Erika
Temptations,2Pac,0.135,0.782,0.665,3.15e-06,1.0,0.438,-7.211,1.0,0.0754,90.709,4.0,0.707,Giuliana
How Low,Ludacris,0.00248,0.785,0.498,1.23e-06,1.0,0.224,-6.977,1.0,0.0533,143.96,4.0,0.418,Giuliana
Felina,Hector & Tito,0.0275,0.849,0.922,0.00862,6.0,0.0809,-6.604,0.0,0.0684,93.001,4.0,0.71,Gianluca
Road Trippin',Red Hot Chili Peppers,0.28,0.378,0.474,0.00138,4.0,0.117,-8.202,0.0,0.0271,102.379,4.0,0.38,Erika
Raining Blood,Slayer,0.000489,0.294,0.995,0.331,1.0,0.128,-4.383,0.0,0.168,88.777,4.0,0.0379,Erika
3 Peat,Lil Wayne,0.00112,0.769,0.66,0.0,9.0,0.078,-7.37,1.0,0.33,153.092,4.0,0.471,Giuliana
Until We Rich,Ice Cube,0.0437,0.877,0.781,0.0,0.0,0.0875,-5.355,1.0,0.0631,89.683,4.0,0.873,Giuliana
On A Plain,Nirvana,0.000119,0.428,0.946,3.37e-06,2.0,0.141,-4.674,1.0,0.102,133.26,4.0,0.358,Erika
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",0.0456,0.48,0.61,0.0,0.0,0.313,-7.042,1.0,0.305,90.034,4.0,0.297,Giuliana
Seasons,Chris Cornell,0.181,0.48,0.384,0.105,10.0,0.124,-12.705,1.0,0.0304,152.184,4.0,0.194,Erika
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,0.0123,0.485,0.72,0.0,6.0,0.0546,-5.991,1.0,0.127,207.982,4.0,0.0471,Giuliana
back to the moon,Gunna,0.103,0.767,0.662,0.0,5.0,0.123,-4.856,0.0,0.0578,143.943,4.0,0.259,Giuliana
How's It Goin' Down,DMX,0.482,0.912,0.596,0.000369,6.0,0.107,-9.959,1.0,0.451,90.463,4.0,0.816,Giuliana
Waiting for the End,Linkin Park,0.0415,0.487,0.961,1.15e-06,4.0,0.553,-4.139,1.0,0.132,170.005,4.0,0.323,Erika
Swerve City,Deftones,0.0001,0.457,0.964,0.00811,10.0,0.67,-2.963,1.0,0.0656,111.972,4.0,0.372,Erika
Shadow of the Day,Linkin Park,0.00479,0.534,0.393,0.0107,11.0,0.107,-7.813,1.0,0.0292,110.007,4.0,0.0641,Erika
In My Feelings,Drake,0.0589,0.835,0.626,6e-05,1.0,0.396,-5.833,1.0,0.125,91.03,4.0,0.35,Giuliana
Your Touch,The Black Keys,0.8,0.532,0.768,2.01e-05,4.0,0.377,-8.698,0.0,0.0551,116.026,4.0,0.698,Erika
Like A Rock,Bob Seger,0.112,0.399,0.645,0.000551,1.0,0.255,-5.356,1.0,0.0271,82.795,4.0,0.384,Erika
Doing It Wrong,Drake,0.841,0.397,0.172,6.78e-05,6.0,0.108,-15.698,0.0,0.0445,101.275,4.0,0.123,Giuliana
Rock N Roll Train,AC/DC,0.000998,0.547,0.931,0.0118,2.0,0.278,-2.356,1.0,0.0615,118.4,4.0,0.697,Erika
Ramblin' Man,Allman Brothers Band,0.51,0.305,0.824,0.00292,1.0,0.272,-8.33,1.0,0.0354,179.404,4.0,0.921,Erika
More - RedOne Jimmy Joker Remix,USHER,0.00166,0.551,0.893,0.0,7.0,0.348,-2.628,1.0,0.0543,125.083,4.0,0.794,Giuliana
Angel Of Death,Slayer,0.000119,0.332,0.994,0.322,1.0,0.142,-4.336,1.0,0.137,106.086,4.0,0.0829,Erika
Einmal um die Welt 2k23,Niklas Dee,0.127,0.651,0.768,3.37e-05,6.0,0.162,-6.003,0.0,0.279,169.925,4.0,0.642,Andrea
16,Baby Keem,0.0918,0.701,0.782,2.31e-06,1.0,0.124,-4.987,1.0,0.138,94.03,4.0,0.57,Giuliana
Cradle Of Love,Billy Idol,0.0163,0.612,0.942,3.9e-06,3.0,0.0909,-4.588,1.0,0.0399,144.038,4.0,0.622,Erika
Don't Stop Believin',Journey,0.25,0.491,0.802,0.0,4.0,0.387,-7.106,1.0,0.0392,119.25,4.0,0.472,Erika
Balance - Original Mix,AREA ØNE,0.244,0.664,0.93,0.805,2.0,0.237,-7.042,1.0,0.0599,159.972,4.0,0.246,Andrea
In My Darkest Hour,Megadeth,0.000339,0.282,0.898,0.732,9.0,0.163,-10.729,1.0,0.0977,113.635,4.0,0.243,Erika
Slither,Velvet Revolver,0.000266,0.478,0.974,0.0984,7.0,0.0738,-3.866,1.0,0.102,141.077,4.0,0.268,Erika
Stand Up,Ludacris,0.367,0.751,0.84,0.0,6.0,0.0916,-4.855,1.0,0.349,99.057,4.0,0.801,Giuliana
Appetite For Destruction,N.W.A.,0.0293,0.843,0.812,0.0,6.0,0.233,-7.03,0.0,0.172,105.488,4.0,0.361,Giuliana
PRBLMS,6LACK,0.0307,0.417,0.58,1.45e-06,9.0,0.179,-4.574,1.0,0.207,68.58,5.0,0.139,Giuliana
The Race - Remix,Tay-K,0.00619,0.75,0.548,0.0,9.0,0.156,-6.288,1.0,0.358,160.084,4.0,0.377,Giuliana
Saint-Tropez,Post Malone,0.0545,0.617,0.684,0.0,0.0,0.104,-3.618,1.0,0.0439,132.113,4.0,0.295,Giuliana
Best Love Song,T-Pain,0.0457,0.622,0.711,0.0,7.0,0.174,-6.618,1.0,0.0542,79.932,4.0,0.679,Giuliana
10's,Pantera,0.000598,0.357,0.812,0.0175,4.0,0.125,-6.522,1.0,0.0445,110.788,4.0,0.108,Erika
Curls,Madvillain,0.275,0.533,0.724,4.59e-06,7.0,0.118,-8.954,0.0,0.311,89.862,4.0,0.504,Giuliana
Magic Dance,David Bowie,0.0194,0.735,0.854,0.0,9.0,0.138,-6.185,1.0,0.0466,105.945,4.0,0.714,Erika
Late,Kanye West,0.197,0.334,0.843,3.95e-06,10.0,0.295,-5.928,0.0,0.173,75.281,4.0,0.616,Giuliana
It's Time,Imagine Dragons,0.0162,0.656,0.884,0.0,2.0,0.145,-4.748,1.0,0.0372,105.009,4.0,0.86,Erika
Empire Ants (feat. Little Dragon),Gorillaz,0.181,0.601,0.772,0.0543,0.0,0.0928,-4.137,0.0,0.031,99.445,4.0,0.294,Erika
Hurt,Nine Inch Nails,0.773,0.49,0.158,0.0227,9.0,0.121,-18.148,1.0,0.04,79.833,4.0,0.0826,Erika
Iowa Stubborn,The Original Broadway Cast Of The Music Man,0.756,0.646,0.342,0.0,7.0,0.408,-12.967,1.0,0.0864,113.316,4.0,0.688,Laura
World in My Eyes - 2006 Remaster,Depeche Mode,0.00746,0.66,0.881,0.827,10.0,0.0514,-7.802,0.0,0.0417,122.243,4.0,0.952,Erika
New World' Symphony (Excerpt),Antonín Dvořák,0.939,0.102,0.0124,0.733,1.0,0.102,-30.834,1.0,0.0432,73.996,3.0,0.0388,Laura
Don't Let The Sun Go Down On Me - Live,Elton John,0.414,0.437,0.596,1.45e-05,0.0,0.701,-8.01,1.0,0.0318,138.447,4.0,0.274,Erika
Sing For The Moment,Eminem,0.0017,0.668,0.824,3.05e-06,5.0,0.0426,-4.164,0.0,0.137,163.961,4.0,0.185,Giuliana
Leave You Alone,Jeezy,0.169,0.669,0.663,0.0,11.0,0.347,-7.759,0.0,0.045,94.523,4.0,0.453,Giuliana
My Head's in Mississippi,ZZ Top,0.00123,0.456,0.731,0.0156,2.0,0.0773,-8.614,1.0,0.0473,75.997,4.0,0.596,Erika
Girlfriend in a Coma - 2011 Remaster,The Smiths,0.126,0.68,0.626,1.3e-06,7.0,0.0995,-8.519,1.0,0.0255,104.333,4.0,0.96,Erika
Uprising,Muse,0.000202,0.602,0.905,0.064,2.0,0.117,-4.046,1.0,0.0775,128.019,4.0,0.411,Erika
About A Girl,Nirvana,5.13e-06,0.413,0.875,0.00058,6.0,0.209,-7.48,0.0,0.031,131.951,4.0,0.575,Erika
Hellraiser,Ozzy Osbourne,0.00024,0.397,0.852,0.000282,4.0,0.228,-6.348,1.0,0.0344,96.064,4.0,0.506,Erika
"Vermilion, Pt. 2",Slipknot,0.334,0.589,0.442,0.000424,4.0,0.0987,-8.517,1.0,0.0291,122.688,3.0,0.0904,Erika
Aston Martin Music,Rick Ross,0.0124,0.57,0.58,0.0,1.0,0.0498,-5.547,1.0,0.21,171.812,4.0,0.404,Giuliana
Jambi,TOOL,0.000145,0.475,0.831,0.854,9.0,0.346,-7.419,0.0,0.0505,110.42,3.0,0.521,Erika
Hangar 18 - 2004 Remix,Megadeth,5.87e-05,0.248,0.988,0.84,2.0,0.323,-3.74,1.0,0.144,115.301,4.0,0.149,Erika
Hitchin' a Ride,Green Day,0.00306,0.424,0.919,0.00674,9.0,0.123,-4.629,1.0,0.1,163.732,4.0,0.684,Erika
Citizen/Soldier,3 Doors Down,0.0111,0.631,0.821,0.0156,8.0,0.197,-5.503,1.0,0.0343,97.003,4.0,0.486,Erika
Desire,U2,0.000212,0.49,0.827,0.00406,8.0,0.112,-9.481,1.0,0.0482,108.577,4.0,0.626,Erika
Famous Last Words,My Chemical Romance,0.000321,0.467,0.883,0.000152,2.0,0.125,-3.679,0.0,0.106,122.252,4.0,0.309,Erika
Overdrive,Post Malone,0.000575,0.554,0.741,0.000261,1.0,0.398,-5.006,1.0,0.0412,139.923,4.0,0.45,Giuliana
Demon Speeding,Rob Zombie,0.000298,0.549,0.81,2.89e-06,11.0,0.156,-4.001,0.0,0.0328,133.985,4.0,0.41,Erika
Kimdracula,Deftones,1.18e-05,0.293,0.831,0.142,6.0,0.284,-3.829,0.0,0.049,154.108,4.0,0.467,Erika
Hustle - Extended Mix,Thomas Schumacher,0.00085,0.687,0.867,0.917,7.0,0.072,-6.359,1.0,0.055,138.0,4.0,0.166,Andrea
The Departure,Max Richter,0.994,0.0,0.0362,0.94,0.0,0.0958,-22.519,0.0,0.0,0.0,0.0,0.0,Laura
Holiday / Boulevard of Broken Dreams,Green Day,0.000659,0.29,0.827,2.55e-06,8.0,0.301,-3.451,1.0,0.0362,167.086,4.0,0.45,Erika
Gold on the Ceiling,The Black Keys,0.00772,0.505,0.833,7.9e-05,0.0,0.069,-4.632,1.0,0.0475,130.121,4.0,0.565,Erika
Motivation,Sum 41,0.000887,0.503,0.891,0.0,4.0,0.0651,-6.365,1.0,0.0982,168.336,4.0,0.87,Erika
Hit That,The Offspring,0.0233,0.704,0.809,0.0,4.0,0.0596,-3.045,1.0,0.0321,131.952,4.0,0.962,Erika
Machine Pulse,Chris Veron,0.000277,0.716,0.862,0.77,2.0,0.0946,-7.58,1.0,0.0794,133.03,4.0,0.281,Andrea
Wave Of Mutilation,Pixies,0.000135,0.587,0.811,0.472,5.0,0.0901,-10.824,1.0,0.0328,132.727,4.0,0.75,Erika
Jump,Kris Kross,0.000501,0.749,0.745,0.00403,2.0,0.333,-10.625,1.0,0.164,101.972,4.0,0.481,Giuliana
Call Me A Dog,Temple Of The Dog,0.153,0.294,0.591,0.0,7.0,0.126,-9.712,1.0,0.038,146.259,3.0,0.327,Erika
DNA.,Kendrick Lamar,0.00454,0.638,0.523,0.0,1.0,0.0842,-6.664,1.0,0.357,139.913,4.0,0.422,Giuliana
Close Friends (Lil Baby & Gunna),Lil Baby,0.0509,0.676,0.578,0.0,10.0,0.0796,-4.669,0.0,0.375,158.896,4.0,0.698,Giuliana
Entombed,Deftones,0.00593,0.399,0.753,0.128,10.0,0.366,-3.882,1.0,0.0375,130.055,4.0,0.167,Erika
Liquid Sky,Chris van Neu,0.0007,0.782,0.812,0.812,10.0,0.111,-7.388,0.0,0.182,136.009,4.0,0.209,Andrea
Breaking My Heart,mischluft,0.00346,0.732,0.978,0.755,11.0,0.0899,-5.306,0.0,0.0602,160.015,4.0,0.69,Andrea
Back to the Old House - 2011 Remaster,The Smiths,0.0102,0.626,0.488,0.000188,2.0,0.141,-7.805,1.0,0.0253,104.13,3.0,0.404,Erika
Liberty,Joyhauser,0.0399,0.722,0.841,0.803,11.0,0.101,-7.388,0.0,0.0555,137.0,4.0,0.262,Andrea
F.N,Lil Tjay,0.354,0.567,0.515,0.0,6.0,0.078,-10.265,0.0,0.247,120.1,1.0,0.321,Giuliana
Seasons In The Abyss,Slayer,0.00338,0.263,0.97,0.000795,5.0,0.0922,-4.182,0.0,0.163,151.729,4.0,0.17,Erika
Excursions,A Tribe Called Quest,0.386,0.885,0.608,0.0118,11.0,0.319,-10.809,1.0,0.169,95.748,4.0,0.707,Giuliana
Chop,DKN,0.000198,0.63,0.995,0.603,10.0,0.304,-5.982,0.0,0.0643,159.991,4.0,0.235,Andrea
Truffle Butter,Nicki Minaj,0.0579,0.89,0.667,2.97e-05,2.0,0.108,-6.862,1.0,0.0521,105.099,4.0,0.522,Giuliana
Paid In Full,Eric B. & Rakim,0.00228,0.878,0.851,0.00125,7.0,0.0509,-8.971,1.0,0.232,99.014,4.0,0.404,Giuliana
Rusty Cage - Remastered,Soundgarden,1.65e-05,0.307,0.917,0.00044,9.0,0.0566,-7.599,1.0,0.0977,101.879,4.0,0.266,Erika
Slide (feat. Frank Ocean & Migos),Calvin Harris,0.498,0.736,0.795,1.21e-06,1.0,0.254,-3.299,0.0,0.0545,104.066,4.0,0.511,Andrea
Seek & Destroy,SZA,0.437,0.651,0.647,0.175,1.0,0.205,-5.415,1.0,0.0654,152.069,4.0,0.345,Giuliana
Molly's Lips - BBC John Peel Session 1990,Nirvana,1.91e-05,0.311,0.895,0.195,7.0,0.0584,-9.401,1.0,0.0476,167.107,4.0,0.681,Erika
Far Beyond Your Dreams - Instrumental,Lisa Cullum,0.92,0.384,0.0832,0.613,5.0,0.138,-22.09,1.0,0.0345,89.914,4.0,0.186,Laura
Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,0.00762,0.796,0.539,0.0,9.0,0.266,-9.535,1.0,0.0699,99.913,4.0,0.627,Giuliana
Silkk da Shocka (feat. Syd),Isaiah Rashad,0.577,0.59,0.602,6.59e-06,8.0,0.643,-8.195,1.0,0.413,121.986,4.0,0.72,Giuliana
Real Wild Child (Wild One),Iggy Pop,0.0174,0.59,0.851,0.0975,4.0,0.154,-11.754,1.0,0.0297,146.213,4.0,0.968,Erika
Excuse Me Miss,JAY-Z,0.0305,0.714,0.862,0.0,6.0,0.0884,-5.531,1.0,0.286,92.849,4.0,0.887,Giuliana
"Me, Myself & I",G-Eazy,0.0184,0.756,0.674,0.0,0.0,0.158,-6.518,0.0,0.0959,111.995,4.0,0.389,Giuliana
Time Stand Still,Rush,0.043,0.529,0.937,0.0302,4.0,0.333,-7.832,1.0,0.046,138.292,4.0,0.611,Erika
Domination,Pantera,0.000211,0.372,0.888,0.00442,2.0,0.115,-5.88,1.0,0.0943,141.374,4.0,0.555,Erika
7AM,Lil Uzi Vert,0.275,0.638,0.526,0.0,7.0,0.462,-8.401,1.0,0.131,139.054,4.0,0.301,Giuliana
"Clair de Lune, L. 32",Claude Debussy,0.994,0.335,0.00532,0.912,1.0,0.0621,-31.646,1.0,0.0376,65.832,4.0,0.0397,Laura
Hooka,Don Omar,0.0373,0.73,0.863,0.0,1.0,0.491,-5.082,1.0,0.154,170.014,4.0,0.818,Gianluca
Pure Water (with Migos),Mustard,0.174,0.682,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.015,4.0,0.137,Giuliana
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.0525,0.715,0.655,0.0,0.0,0.115,-6.425,1.0,0.137,95.078,4.0,0.531,Giuliana
End of the Beginning,Soko & Sev,0.00225,0.608,0.995,0.838,7.0,0.112,-8.973,1.0,0.0618,132.001,4.0,0.198,Andrea
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,0.0139,0.545,0.781,0.0,10.0,0.161,-3.616,1.0,0.185,150.097,4.0,0.277,Giuliana
Say You Will,Foreigner,0.195,0.72,0.72,0.0,3.0,0.0448,-7.383,0.0,0.0264,126.041,4.0,0.636,Erika
Cherub Rock - 2011 Remaster,The Smashing Pumpkins,5.91e-06,0.382,0.867,0.581,9.0,0.196,-7.426,1.0,0.0399,87.309,4.0,0.453,Erika
Undone - The Sweater Song,Weezer,0.00114,0.457,0.618,0.00257,6.0,0.0679,-6.682,1.0,0.0296,80.184,4.0,0.579,Erika
All I Wanna Do Is Make Love To You,Heart,0.16,0.626,0.746,0.0,7.0,0.0618,-8.832,1.0,0.0282,102.896,4.0,0.8,Erika
Red and Gold,MF DOOM,0.0573,0.716,0.658,0.0,6.0,0.329,-7.291,0.0,0.166,81.099,4.0,0.496,Giuliana
If You Want Love,NF,0.659,0.551,0.386,0.0,0.0,0.125,-10.22,1.0,0.132,116.409,1.0,0.245,Giuliana
Flow Of The Ancients,Tophat Panda,0.933,0.227,0.138,0.751,0.0,0.0907,-18.432,1.0,0.0387,75.818,4.0,0.0852,Laura
Akuma,Mark Dekoda,0.013,0.764,0.958,0.84,11.0,0.129,-4.063,0.0,0.102,145.012,4.0,0.343,Andrea
ROLE MODEL,Brent Faiyaz,0.0285,0.606,0.544,4.88e-06,10.0,0.152,-7.968,0.0,0.0421,90.104,4.0,0.335,Giuliana
Mind of One - Original Mix,UMEK,0.00643,0.698,0.974,0.857,4.0,0.092,-5.426,0.0,0.0513,130.016,4.0,0.0395,Andrea
Black,Pearl Jam,0.323,0.36,0.684,0.0,4.0,0.34,-6.457,0.0,0.0308,77.15,4.0,0.2,Erika
Kiss Kiss (feat. T-Pain),Chris Brown,0.0506,0.729,0.658,0.0,10.0,0.0693,-3.386,0.0,0.225,140.043,3.0,0.551,Giuliana
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,0.0697,0.733,0.676,0.0,10.0,0.208,-5.655,0.0,0.0432,97.448,4.0,0.701,Giuliana
Paradise City,Guns N' Roses,0.0192,0.268,0.98,0.00709,11.0,0.182,-5.958,1.0,0.103,100.315,4.0,0.395,Erika
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,0.519,0.77,0.58,0.000127,0.0,0.233,-8.393,1.0,0.247,144.072,4.0,0.753,Giuliana
In God's Country,U2,0.0071,0.497,0.704,6.69e-05,2.0,0.783,-8.085,1.0,0.0324,125.919,4.0,0.607,Erika
Bleed It Out,Linkin Park,0.114,0.529,0.967,0.0,1.0,0.61,-3.647,0.0,0.0508,140.127,4.0,0.596,Erika
Studio,ScHoolboy Q,0.0507,0.709,0.589,0.0,8.0,0.0585,-7.776,0.0,0.0433,133.922,3.0,0.58,Giuliana
Not Fair,Niklas Dee,0.0299,0.732,0.976,8.38e-05,5.0,0.25,-5.305,1.0,0.045,144.985,4.0,0.523,Andrea
Chocolate,The 1975,0.00391,0.591,0.94,0.0,11.0,0.383,-4.341,1.0,0.0522,100.043,4.0,0.676,Erika
Make Believe,Juice WRLD,0.123,0.465,0.841,0.0,0.0,0.138,-4.35,1.0,0.0724,83.965,4.0,0.672,Giuliana
March Of The Pigs,Nine Inch Nails,0.0278,0.511,0.867,0.113,2.0,0.0855,-7.411,1.0,0.049,134.472,1.0,0.0722,Erika
When The Music Stops,Eminem,0.0455,0.722,0.553,0.0,8.0,0.08,-3.578,0.0,0.118,92.996,3.0,0.093,Giuliana
Hard To Handle,The Black Crowes,0.00257,0.599,0.79,0.00181,4.0,0.312,-3.58,1.0,0.043,103.783,4.0,0.961,Erika
X SI VOLVEMOS,KAROL G,0.334,0.794,0.807,0.0,1.0,0.104,-3.447,0.0,0.326,178.003,4.0,0.575,Gianluca
Outside (feat. Ellie Goulding),Calvin Harris,0.213,0.646,0.823,0.0,2.0,0.322,-4.123,0.0,0.0394,128.035,4.0,0.418,Andrea
Something To Believe In - Remastered 2003,Poison,0.266,0.52,0.711,1.09e-05,3.0,0.148,-5.009,1.0,0.0386,133.947,4.0,0.226,Erika
Floods,Pantera,0.00268,0.364,0.811,0.0093,11.0,0.106,-7.237,1.0,0.0621,120.758,4.0,0.151,Erika
Schism,TOOL,0.0012,0.567,0.714,0.417,9.0,0.186,-8.512,0.0,0.0302,107.441,3.0,0.191,Erika
Lente,Shierro,0.662,0.635,0.454,0.825,8.0,0.12,-11.157,1.0,0.0505,73.987,4.0,0.366,Laura
Money Maker,Ludacris,0.15,0.551,0.598,0.0,1.0,0.299,-6.79,1.0,0.27,78.756,4.0,0.612,Giuliana
Getting Away With Murder,Papa Roach,0.000116,0.564,0.968,3.97e-05,1.0,0.226,-3.75,1.0,0.0631,103.885,4.0,0.352,Erika
Crooked Smile (feat. TLC),J. Cole,0.435,0.606,0.784,0.0,7.0,0.689,-6.293,1.0,0.268,80.985,4.0,0.48,Giuliana
Figure.09,Linkin Park,0.00919,0.518,0.951,0.0,9.0,0.148,-3.198,1.0,0.0529,98.068,4.0,0.537,Erika
Used To,Juice WRLD,0.0963,0.631,0.709,0.0,2.0,0.376,-4.666,1.0,0.0505,84.504,4.0,0.2,Giuliana
Dam That River (2022 Remaster),Alice In Chains,0.00636,0.427,0.913,0.0,6.0,0.471,-5.545,0.0,0.0804,124.419,4.0,0.471,Erika
Breed,Nirvana,3.69e-06,0.262,0.969,0.00213,4.0,0.133,-4.675,1.0,0.0894,158.433,4.0,0.263,Erika
It Ain't Easy,2Pac,0.472,0.786,0.777,1.06e-06,8.0,0.0849,-8.918,1.0,0.122,90.662,4.0,0.652,Giuliana
976-EVIL,Deftones,2.71e-06,0.25,0.783,0.821,0.0,0.184,-5.47,1.0,0.0327,78.717,4.0,0.226,Erika
Yah Mean,Playboi Carti,0.065,0.777,0.73,0.0,5.0,0.113,-6.324,0.0,0.328,162.956,4.0,0.738,Giuliana
Will You Still Love Me? - Alternate,Chicago,0.0233,0.482,0.601,0.0,1.0,0.0517,-6.808,1.0,0.0278,77.101,4.0,0.348,Erika
Got Money,Lil Wayne,0.00188,0.694,0.661,0.0,7.0,0.676,-4.847,1.0,0.118,82.48,4.0,0.702,Giuliana
Stuck With You,Huey Lewis & The News,0.0873,0.704,0.544,1.66e-05,4.0,0.041,-11.402,0.0,0.026,120.717,4.0,0.628,Erika
Lay Low,Snoop Dogg,0.151,0.87,0.653,0.0,0.0,0.303,-4.353,1.0,0.326,94.84,4.0,0.755,Giuliana
Unglued - 2019 Remaster,Stone Temple Pilots,0.000541,0.441,0.985,0.00368,9.0,0.135,-5.005,1.0,0.0645,146.022,4.0,0.364,Erika
The River of Dreams,Billy Joel,0.205,0.631,0.749,5.21e-06,7.0,0.0667,-8.15,1.0,0.0576,89.646,4.0,0.437,Erika
X Gon' Give It To Ya,DMX,0.0135,0.761,0.899,0.0,10.0,0.0719,-3.09,0.0,0.183,95.027,4.0,0.673,Giuliana
LVL,A$AP Rocky,0.18,0.597,0.427,1.33e-05,5.0,0.121,-6.764,0.0,0.0536,120.085,4.0,0.0997,Giuliana
The What - 2005 Remaster,The Notorious B.I.G.,0.191,0.622,0.714,0.0,7.0,0.106,-8.244,1.0,0.411,173.163,4.0,0.711,Giuliana
What They Do,The Roots,0.341,0.885,0.414,0.000289,0.0,0.0891,-10.539,1.0,0.168,92.727,4.0,0.683,Giuliana
THANK GOD,Travis Scott,0.254,0.657,0.553,0.0,10.0,0.129,-7.08,0.0,0.0394,134.925,4.0,0.576,Giuliana
Beauty School,Deftones,5.9e-05,0.397,0.9,0.024,3.0,0.228,-5.968,0.0,0.0589,106.448,4.0,0.204,Erika
Burden In My Hand,Soundgarden,0.00534,0.319,0.803,0.0126,10.0,0.177,-8.928,1.0,0.0394,183.031,4.0,0.589,Erika
Bitches Ain't Shit,Dr. Dre,0.00773,0.589,0.856,1.69e-06,7.0,0.373,-4.419,1.0,0.179,92.559,4.0,0.769,Giuliana
wokeuplikethis*,Playboi Carti,0.0138,0.785,0.62,0.0,8.0,0.15,-6.667,1.0,0.254,78.477,4.0,0.478,Giuliana
D.T.B. (Interlude),A Boogie Wit da Hoodie,0.707,0.588,0.851,0.0,10.0,0.0968,-6.311,0.0,0.515,84.472,4.0,0.452,Giuliana
Robbers,The 1975,0.000332,0.621,0.702,1.49e-05,4.0,0.322,-6.845,1.0,0.0295,99.808,4.0,0.374,Erika
Fight Night,Migos,0.182,0.874,0.706,0.0,1.0,0.334,-5.132,1.0,0.207,89.961,4.0,0.895,Giuliana
I Am the Highway,Audioslave,0.105,0.341,0.662,0.0,9.0,0.113,-5.023,0.0,0.0335,174.875,4.0,0.2,Erika
I Just Wanna Love U (Give It 2 Me),JAY-Z,0.301,0.8,0.922,9.31e-06,4.0,0.0352,-5.125,0.0,0.24,98.631,4.0,0.801,Giuliana
Gas Drawls,MF DOOM,0.126,0.782,0.764,1.14e-05,10.0,0.223,-6.206,0.0,0.248,91.343,4.0,0.527,Giuliana
Eat You Alive,Limp Bizkit,0.000769,0.328,0.868,0.000584,4.0,0.164,-4.717,1.0,0.0718,135.582,4.0,0.181,Erika
The Real Her,Drake,0.166,0.567,0.309,0.0,8.0,0.12,-14.254,1.0,0.385,65.041,4.0,0.509,Giuliana
Burn (Techno),Hyper Kenzo,0.212,0.68,0.723,0.000127,0.0,0.107,-9.181,0.0,0.231,160.014,4.0,0.488,Andrea
Shoota (feat. Lil Uzi Vert),Playboi Carti,0.188,0.673,0.649,0.0,1.0,0.122,-8.433,0.0,0.196,153.075,4.0,0.47,Giuliana
Piano Man,Billy Joel,0.6,0.334,0.472,3.62e-06,0.0,0.317,-8.791,1.0,0.0277,179.173,3.0,0.431,Erika
"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",USHER,0.0322,0.623,0.487,0.0,1.0,0.146,-7.954,1.0,0.113,138.893,4.0,0.507,Giuliana
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,0.000386,0.47,0.989,0.00161,7.0,0.157,-3.857,1.0,0.0632,106.479,4.0,0.446,Erika
"Buongiorno Principessa (From ""La vita è bella"")",Nicola Piovani,0.944,0.146,0.014,0.972,9.0,0.0905,-30.526,1.0,0.0438,82.436,3.0,0.0372,Laura
Wicked (feat. Chino Moreno),Korn,0.0167,0.499,0.934,0.0,1.0,0.639,-7.351,1.0,0.187,112.373,4.0,0.5,Erika
Mojo So Dope,Kid Cudi,0.547,0.614,0.785,0.844,6.0,0.348,-8.224,0.0,0.0673,180.036,4.0,0.853,Giuliana
Blow My High (Members Only),Kendrick Lamar,0.316,0.959,0.524,0.0,9.0,0.274,-8.145,0.0,0.274,119.933,4.0,0.84,Giuliana
Sky's the Limit (feat. 112) - 2014 Remaster,The Notorious B.I.G.,0.217,0.637,0.66,0.0,0.0,0.09,-4.792,1.0,0.162,90.876,4.0,0.503,Giuliana
Let Em' Know,Bryson Tiller,0.0336,0.489,0.406,0.0,9.0,0.344,-11.44,1.0,0.232,110.551,4.0,0.178,Giuliana
Take It Easy - 2013 Remaster,Eagles,0.343,0.575,0.67,4.95e-06,7.0,0.129,-10.39,1.0,0.0318,139.191,4.0,0.74,Erika
FC Horsepower,Vieze Asbak,0.00061,0.575,0.991,0.793,1.0,0.148,-2.681,1.0,0.0689,150.037,4.0,0.35,Andrea
Confessions Part II,USHER,0.0586,0.845,0.467,0.0,1.0,0.0694,-7.674,1.0,0.138,138.007,4.0,0.702,Giuliana
